platform,source_market_id,event_id,title,category,yes_bid,yes_ask,no_bid,no_ask,volume,liquidity,close_time,status,pulled_at
polymarket,0x43204573cf724eda06c520a42a7cb97df319cc27ed997be3b96ca74398ede87f,16423,"Will the next UK election be called by December 31, 2026?",,0.09,0.14,0.86,0.91,27285.150802,2155.8873,2027-01-01T04:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x37af2c38345cbcd330db09f4e24f5a698e65fecae25e1a017536d368980c7e59,16423,"Will the next UK election be called by June 30, 2027?",,0.26,0.5,0.5,0.74,5329.361240000001,1311.8585,2027-07-01T03:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x1ec6f87bc7d6d0976bbaee5883577bc51be4ba5ef7c0127ccd96e9d64136df40,16423,"Will the next UK election be called by June 30, 2026?",,,0.008,0.992,,65423.63333200002,,2026-07-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x69eecc28e594a1c524ea95f095d6e86eb1bfd8a67277eda3010413e9edf68e03,17526,China x India military clash by June 30?,,,0.001,0.999,,37693.17445,,2025-07-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x689a77ca28cf59efae262fd37d07aa787194d52b13bbe009a223de15bf5c62af,17526,China x India military clash by December 31?,,,0.001,0.999,,73185.754279,,2026-01-01T04:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x6e6851f2698629795fa06869d961c986221a80cedcba10fbaf0ed220607cdada,17526,"China x India military clash by December 31, 2026?",,0.07,0.08,0.92,0.9299999999999999,219528.133993,15926.975,2027-01-01T04:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x07f106c0b60e94d96a63954f0536811c1a0b054b958f26bb749689b620b72f50,17549,NATO/EU troops fighting in Ukraine in 2025?,,,0.001,0.999,,170793.703881,,2026-01-01T04:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x9ec578f6ec257edab771698bd600a8eac1e59709a4e8e9cd53986cf8387e80e6,17549,"NATO/EU troops fighting in Ukraine by December 31, 2026?",,0.065,0.08,0.92,0.935,153389.047941,23716.89762,2027-01-01T04:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x6beb95a01147de25b24d3ffae7a43551f392da4235a62f058515c3e99d7af199,17549,"NATO/EU troops fighting in Ukraine in June 30, 2026?",,,0.001,0.999,,157750.95108600007,,2026-07-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x591f785022238c7ea2563553d93c024e451a18ea74d9bbd79a6126c0267c588a,17858,"Ukraine recognizes Russian sovereignty over its territory by December 31, 2025?",,,0.001,0.999,,2130098.430134,,2026-01-01T04:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xbca45186bc1f8ad2912f79f22c6e37c0946f6619bbfbd0f97ad93d9b525a6293,17858,"Ukraine recognizes Russian sovereignty over its territory by June 30, 2026?",,,0.001,0.999,,426895.04694600054,,2026-07-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x3e4e5225054ad5168e0b249164f643453ba97a8947f84d7aacb4c768275d48e9,17858,"Ukraine recognizes Russian sovereignty over its territory by December 31, 2026?",,0.031,0.04,0.96,0.969,92465.38779000001,24189.08873,2027-01-01T04:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0xf3d74c153a35436ff82a5f78200104975c5841140ace763f2954adb340cca511,18558,Ukraine election called in 2025?,,,0.001,0.999,,982716.694339,,2026-01-01T04:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xfaa78bad74daeb6e5296ae5785df7805275d00e84c81dc37954446132595caed,18558,"Ukraine election called by December 31, 2026?",,0.1,0.12,0.88,0.9,84161.396991,17506.8522,2027-01-01T04:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x0bd9ea5ce49559923c2929958afa1c699b0c1ace54cdd6ffa0b56506e9273d56,18558,"Ukraine election called by August 31, 2026?",,,0.001,0.999,,210858.07764600002,,2026-09-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x707125b175feb87a7d28c1e3b0e8e834f11c0dff65edac8c4fe5d1e12bf8fc33,18558,"Ukraine election called by June 30, 2026?",,,0.002,0.998,,296494.79415599955,,2026-07-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xdab71ad1d7d7661435f2556eb8e29473d322d9d8af2705a9732c4872629de090,18558,"Ukraine election called by March 31, 2026?",,,0.001,0.999,,269086.32246999943,,2026-04-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x1b74c3efe140a09049e0eb6b6a2112e00fa4d199cdc718c1a58af1abf6d9e49d,18571,Will any country leave NATO in 2025?,,,0.001,0.999,,277041.272422,,2026-01-01T04:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x663ab202c03a5e1d399578d44a3b124307db73caba79b2ead36c52ce6094b2d4,18571,"Will any country leave NATO by June 30, 2026?",,,0.001,0.999,,741070.409640002,0.0,2026-07-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x523959b6256674318eb34755789fffd8c62cd652e5fa11ffd332402361d058e9,18571,"Will any country leave NATO by December 31, 2026?",,0.019,0.031,0.969,0.981,395245.21527299995,24330.80648,2027-01-01T04:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x9388fd0115ced362ce81ba2d3433903f2ae5c78263355d7038ae74ac96c85ac1,18576,"Ukraine election held by December 31, 2025?",,,0.001,0.999,,1589428.067032,,2026-01-01T04:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x24caca44a9ec5c344bd5f57c547f466dc0452e147d264a626afbffe3b5a0b55f,18576,"Ukraine election held by June 30, 2026?",,,0.001,0.999,,671863.6060719995,,2026-07-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xe29c8bf245ab35d14c722503922e6086da7dcfb08f357d1e8012331573d9e633,18576,"Ukraine election held by December 31, 2026?",,0.04,0.05,0.95,0.96,233395.42321100002,14199.7908,2027-01-01T04:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0xf4f51e9e4e8439e32f64dc0e659828af7564f9cbc323d4f7442f2c590a2ea07d,22448,Taylor Swift pregnant in 2025?,,,0.001,0.999,,1949547.316063,,2026-01-01T04:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xb7f535311eed765630d1070acf8a8e646e70c0eaf32c348fcb0472150c70d0e7,22448,Taylor Swift pregnant by September 30?,,0.005,0.027,0.973,0.995,1022.3107130000001,4348.71179,2026-10-01T03:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x1ba46d242ac8b0cd6abc243bdd76630bbb7fdbbd380c766ae569bc2cc42372b2,22448,Taylor Swift pregnant by March 31?,,,0.001,0.999,,39344.97167599998,,2026-04-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x0803b42cec5723f301f77f3ea818fcb393eb58b9694096cab2d4f8b81b4a2bdf,22448,Taylor Swift pregnant before 2027?,,0.09,0.13,0.87,0.91,40012.69673700001,1117.2881,2027-01-01T04:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x0bfba180a1eb8fe425e3db8cb72d2d6ea20af92baaf59f6f549d6d86eee01562,22527,Mike Johnson out as Speaker by December 31?,,,0.001,0.999,,58738.705808,0.0,2026-01-01T04:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x69921ff426f9fe82c3b03c078b67a4536dccd665fd729146829a5a1fa23f983a,22527,Mike Johnson out as Speaker by July 31?,,,0.001,0.999,,2055.54234,0.0,2026-08-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x75792d37c6d7ad21386a8b2656786d6d5ffe377aadc9cb615721a04eab46ea62,22527,Mike Johnson out as Speaker by March 31?,,,0.001,0.999,,34597.97578899986,,2026-04-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x54664e32bedefc3ec15e1102fb34d7a1d8cd44efce0b4f08128413d7e2394477,22527,Mike Johnson out as Speaker by September 30?,,0.004,0.005,0.995,0.996,913.9113629999999,8592.96979,2026-10-01T03:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0xef416cfd80afbb43c7550a8fe0f950679ab3d6e60551e2a90f230106809fe2c5,22527,Mike Johnson out as Speaker by June 30?,,,0.003,0.997,,17286.953409000012,0.0,2026-07-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xfa36659c97e233539fd77a8f9525d2f1664eba5ea57c4bed72c8101ba5266d15,22527,Mike Johnson out as Speaker by December 31?,,0.1,0.14,0.86,0.9,4245.286038,8750.0227,2027-01-01T04:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0xd4f79cbb0e6aa3035f19ea539d7186d126b4ba6f9b6aa463ebea7d3523f8bf05,25009,Will OpenAI launch a new consumer hardware product in 2025?,,,0.002,0.998,,41235.900836,0.0,2026-01-01T04:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xe9674aadfabfa7171bcee4e38b66f1a7d7e0af538d3718301e7b3cf111e9b5dd,25009,"Will OpenAI launch a new consumer hardware product by March 31, 2026?",,,0.001,0.999,,184752.00852400006,,2026-04-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xf1fa8b7530ceec866131fbc6681209e39d6b448bdca563b46d936cc792e6cf7a,25009,"Will OpenAI launch a new consumer hardware product by October 31, 2026?",,0.06,0.07,0.9299999999999999,0.94,76189.87249199998,15624.228,2026-11-01T03:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0xf53d2cf86bf4ea3c6a0bfb739cc0dded28001dde6eee5f90b8bb6716ce33571a,25009,"Will OpenAI launch a new consumer hardware product by December 31, 2026?",,0.12,0.14,0.86,0.88,61993.954605,2198.6789,2027-01-01T04:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x0d82012de5e3275b934dcf446b1cce93705b37e9ffe22470fd6caf7411d1d1f6,25410,US x Russia military clash by December 31?,,0.001,0.005,0.995,0.999,417000.888679,,2026-01-01T04:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xb1311aeea3677808af7f317895208bf9d3f685ab3f946f67afca11d5ed199dd0,25410,"US x Russia military clash by June 30, 2026?",,,0.001,0.999,,200032.4597250006,,2026-07-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x3373d3750e99d0fd60da842e688d89b71ad92d6bdd42c329f199add1c5bacb06,25410,"US x Russia military clash by December 31, 2026?",,0.048,0.05,0.95,0.952,1080334.8320039997,21529.52493,2027-01-01T04:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0xb95d5b530e4f51e2b9f8b65ed18259e2cf385d7e320ec5627c8d0eb61df815dc,25410,"US x Russia military clash by January 31, 2026?",,,0.001,0.999,,106196.260744,,2026-02-01T04:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x226c6d5a8de377a56641a498191c5e1f3792b81618841afb8879a5d817f13771,25413,Will Russia invade a NATO country in 2025?,,,0.001,0.999,,1449791.54944,,2025-12-31T12:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x4b7b21a5cfdcc7cbb33d499c44b7f11ac754f13d3db39cd93b976141dcdb516e,25413,"Will Russia invade a NATO country by December 31, 2026?",,0.06,0.07,0.9299999999999999,0.94,322427.52845299995,62545.4613,2025-12-31T12:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x495e6b49e7397bb4e6f8ce69e246ccb33b744678bd9bf88cbecbd3a113b05423,25413,"Will Russia invade a NATO country by June 30, 2026?",,,0.001,0.999,,3653052.2861689893,,2025-12-31T12:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x6338304dbe9b178decd25c8c2f448d2efbfb810fa5aff4a96512912e56bcff78,25487,Trump eliminates capital gains tax on crypto in 2025?,,,0.001,0.999,,84260.394113,,2025-12-31T12:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x3e685c84773bd018fff4219185b904b2ef194671320f47648121d07d2ae2cc17,25487,Trump eliminates capital gains tax on crypto before 2027?,,0.02,0.021,0.979,0.98,30553.220990000005,9400.91919,2027-01-01T05:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x5a81f9ef8bf06662ff9abf235fdab14e21b8742741691886adda3edb8504cbe4,25815,"Israel and Syria normalize relations by December 31, 2025?",,,0.001,0.999,,837266.369772,,2025-12-31T00:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x9191a518df23e67546ee548029803c645f80c5e5cc8a9f247841dcd910f11975,25815,"Israel and Syria normalize relations by December 31, 2026?",,0.06,0.08,0.92,0.94,685819.3405949998,23367.5481,2025-12-31T00:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0xf78f04ac15082bd53191c6efd8670b3fa04fc99d07e33e98ea6ddcf99b7a2c93,25815,"Israel and Syria normalize relations by June 30, 2026?",,,0.012,0.988,,624487.4083300023,,2025-12-31T00:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x2e43d977463a0d78a859fdd95d1570287b888ed6c9d4670532d46c22a3a7478f,25827,Will Russia capture Sumy before October?,,,0.003,0.997,,381269.57535,,2025-10-01T03:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xdf7970971fee58026dd3331e3ebafa799382443267f5b4f959f2e14e05c7900c,25827,Will Russia capture Sumy by December 31?,,,0.001,0.999,,41883.223423,,2026-01-01T04:59:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x6176cc868c8893cf431ae1e8103d4d4c1fcfcf239c3b3415b672151337125884,25827,"Will Russia capture Sumy by March 31, 2027?",,0.09,0.1,0.9,0.91,437085.77429999993,35962.6283,2027-04-01T03:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0xe72c8292b92a6cdf7579bde39ab606b7391973c235d0aea193249be945c5d444,25930,Will Pump.fun perform an airdrop by June 30? ,,,0.004,0.996,,52666.569427,,2025-06-30T00:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xb5f38d569f21df62db1b694fdd1e45b7393ac73615bef37abfc59c9d5a2f7808,25930,Will Pump.fun perform an airdrop by July 31? ,,0.001,0.003,0.997,0.999,1069727.824669,,2025-07-31T00:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x5b6750dc0ed93ee1db9e614acce6750d09a62ac5f3acee1ef52069fd4547f42c,25930,Will Pump.fun perform an airdrop by July 18? ,,,0.001,0.999,,289037.884193,,2025-07-18T00:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xad23195bba98e6e7d86750ea90fac79a3322cbc6fdd2c776862dbb8626c95ab2,25930,Will Pump.fun perform an airdrop by August 31? ,,,0.001,0.999,,200666.069648,,2025-08-31T00:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x2f17b46312cc751965cc3e29f05c427dbdf532b480a03a44366d2f29019db0d0,25930,Will Pump.fun perform an airdrop by September 30? ,,0.001,0.01,0.99,0.999,108791.977684,,2025-09-30T00:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x4a626036665e1210bf12b659b82c4a18354d01c05381bf4f3ffe0302268d48e8,25930,Will Pump.fun perform an airdrop by December 31? ,,,0.001,0.999,,677209.538393,,2025-12-31T00:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xef8394abc1bbe88ca089af87f6c8fa1f984aeabc99f20915610382ff1362ad7b,25930,Will Pump.fun perform an airdrop by March 31? ,,,0.001,0.999,,196276.32108300028,,2026-03-31T04:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xd3a3c1d537142ebc94ae25f7b268ce64e4e43e6452c5a912221d2e2744aeb312,25930,"Will Pump.fun perform an airdrop by December 31, 2026",,0.17,0.2,0.8,0.83,180669.671702,3029.0085,2027-01-01T05:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x12ed4858fd4aa92e1a644c74273ca76f49735c114d6833f8a3edef4f19e5ebff,27831,"Will Hyperliquid perform an airdrop by December 31, 2027?",,0.27,0.38,0.62,0.73,2965.9036240000005,554.1637,2028-01-01T05:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0xd0e73ac0d00e8caf9cb7e74bcb024f94e57f34847f80ec2d4a0e3c57dbee7f19,27831,"Will Hyperliquid perform an airdrop by June 30, 2027?",,0.23,0.36,0.64,0.77,1266.116797,566.38,2027-07-01T04:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x98910dc25b769ce6ca5859ed096d592a20a286cc1cfe653a808a0f00ce304d17,27831,Will Hyperliquid perform an airdrop by June 30? ,,,0.001,0.999,,9906.612791,,2025-07-01T00:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x516be65de9c50d392d6aebb803fb53bb1cb6be52077fa4e85966bd28ce6cd614,27831,Will Hyperliquid perform an airdrop by September 30? ,,,0.001,0.999,,10614.900226,,2025-10-01T00:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x541918785acfdf02fa02536ebd4046995ee0e519cd835b4623c7dcb6fde7d9b3,27831,Will Hyperliquid perform an airdrop by December 31? ,,,0.001,0.999,,341430.9306,,2026-01-01T00:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xfa88bedd0403281fac1b3c8b310755040aabed8ba12ded1b2e3205a3d05a4a28,27831,"Will Hyperliquid perform an airdrop by December 31, 2026? ",,0.14,0.16,0.84,0.86,169655.43147700003,1630.2549,,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x10d8e0d7123623b6cd8303aab6d2e61792b8aded915336efb3adc11df448937b,29005,"Will MegaETH perform an airdrop by December 31, 2026?",,0.09,0.23,0.77,0.91,10685.709417999999,340.0125,2027-01-01T05:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x6f5626cc19030bfd22cf2042fa2473fff7f154a1c9d546045ec566430505fb1a,29005,Will MegaETH perform an airdrop by September 30? ,,,0.01,0.99,,4901.241316,,,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xe7ea46ccb3ad14ee6c67cbcfde86b97347387c18a638c428db427a3178060348,29005,Will MegaETH perform an airdrop by December 31? ,,,0.001,0.999,,406121.967431,,2025-12-31T00:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xe459d1b598da754c9fd5fc155b6efe3a144aa80abbc7d041fce7d35d903d3c8e,29005,Will MegaETH perform an airdrop by June 30? ,,0.001,0.01,0.99,0.999,1630392.446886997,,2026-07-01T04:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x56a1c6f20c5fe7fc807225273a7d6d4818f31e7f4444f98aeb2b9da3818cbf67,29005,Will MegaETH perform an airdrop by January 31?,,,0.001,0.999,,124859.599596,,2026-02-01T05:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x30ee7a0fbc3bbe78a41b457022f5f123d0f16b8b5e676b737ff3d8f672aa4fac,29005,Will MegaETH perform an airdrop by February 28?,,,0.001,0.999,,212640.792042,,2026-03-01T05:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xdcd369857a0bda9ba81d6da477a49df6905fa2244465a61bb59de8234dbdd4f7,29005,Will MegaETH perform an airdrop by February 15?,,,0.001,0.999,,257506.200258,,2026-03-01T05:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0x27e48fdbd8a3f94e034f541400e3fd74a0acf3cae8d2f78204827f338e2daff4,29005,Will MegaETH perform an airdrop by March 15?,,,0.001,0.999,,,,2026-03-01T05:00:00Z,closed,2026-09-04T18:54:32.037765+00:00
polymarket,0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,30828,Xi Jinping out before 2027?,,0.046,0.047,0.953,0.954,12952848.147436984,188084.81073,2027-01-01T04:59:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x0f49db97f71c68b1e42a6d16e3de93d85dbf7d4148e3f018eb79e88554be9f75,30829,Will Gavin Newsom win the 2028 Democratic presidential nomination?,,0.142,0.144,0.856,0.858,27071201.158299,288227.85932,2028-11-07T00:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,30829,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,,0.197,0.198,0.802,0.8029999999999999,15101276.345530001,334339.77991,2028-11-07T00:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x4c325469d9b516ef4e6b8f73a81a12607dec075e3c2fd454f91765aaeafc4760,30829,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,,0.055,0.056,0.944,0.945,11974489.442354025,378382.39796,2028-11-07T00:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0xd65891729ce093cc12236856837eba1a0872fc7998fd4294c21346f7db68079c,30829,Will Josh Shapiro win the 2028 Democratic presidential nomination?,,0.047,0.049,0.951,0.953,9665934.533455992,459793.26276,2028-11-07T00:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x61d9486c0f7e14ed98f3b177b6adcb3cd45646c92e8bbfbf209789b86472d4b6,30829,Will Wes Moore win the 2028 Democratic presidential nomination?,,0.014,0.016,0.984,0.986,18417287.265162,359896.81193,2028-11-07T00:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0xc8f1cf5d4f26e0fd9c8fe89f2a7b3263b902cf14fde7bfccef525753bb492e47,30829,Will Stephen A. Smith win the 2028 Democratic presidential nomination?,,0.001,0.002,0.998,0.999,22370971.993689,1907077.06726,2028-11-07T00:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x909659c9436228e2be56d5582ba6188166f2f8bf3c596335512c8f2e380d01ec,30829,Will Kamala Harris win the 2028 Democratic presidential nomination?,,0.079,0.08,0.92,0.921,13152447.305067997,358946.61244,2028-11-07T00:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0xe39adea057926dc197fe30a441f57a340b2a232d5a687010f78bba9b6e02620f,30829,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,,0.007,0.008,0.992,0.993,11995731.348825984,233529.63618,2028-11-07T00:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x1d519b87999e3d4e90e1e8f57b5eee73a0ba488ff3fdb70867f294733aba84a9,30829,Will Andy Beshear win the 2028 Democratic presidential nomination?,,0.023,0.024,0.976,0.977,13085794.212128004,605947.23592,2028-11-07T00:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x74dba1ce1ae9dd535414e85f2d9ab5ea32c0fb1acc9b7130b67e6d91217e24e1,30829,Will Jon Ossoff win the 2028 Democratic presidential nomination?,,0.153,0.154,0.846,0.847,12860618.946711998,292433.30624,2028-11-07T00:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0x9d4f94f82de9d13ff1d3318639ab9000ee2533949e525343156f374fb00bd9b1,30829,Will Mark Cuban win the 2028 Democratic presidential nomination?,,0.005,0.006,0.994,0.995,22884042.204113998,1891618.17962,2028-11-07T00:00:00Z,active,2026-09-04T18:54:32.037765+00:00
polymarket,0xe883f2fda25a605a184bb5fe583afce6cc21ea0b348b6a3728ec3067553c548d,30829,Will J.B. Pritzker win the 2028 Democratic presidential nomination?,,0.01,0.011,0.989,0.99,15551012.193964992,385249.06912,2028-11-07T00:00:00Z,active,2026-09-04T18:54:32.037765+00:00
